Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/post-imagem-1mb/,2193,0,7400.0,6398.800937247592,975.6515309998122,11561.052789999849,12914.0,18.435714830624583,0.0,7400,7700,7900,8100,8400,8600,9000,9200,11000,12000,12000
,Aggregated,2193,0,7400.0,6398.800937247592,975.6515309998122,11561.052789999849,12914.0,18.435714830624583,0.0,7400,7700,7900,8100,8400,8600,9000,9200,11000,12000,12000
