Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/post-imagem-300kb/,2038,45,7700.0,6737.331631152595,409.17940700001054,10816.930004999904,12695.812561334642,17.233809634864347,0.3805306347246789,7700,8200,8400,8600,9000,9300,9700,9900,11000,11000,11000
,Aggregated,2038,45,7700.0,6737.331631152595,409.17940700001054,10816.930004999904,12695.812561334642,17.233809634864347,0.3805306347246789,7700,8200,8400,8600,9000,9300,9700,9900,11000,11000,11000
