Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/post-imagem-1mb/,2246,0,7000.0,6212.639440991554,802.817492000031,9813.720246000003,12914.0,18.862875171817706,0.0,7000,7400,7600,7800,8100,8400,8700,9000,9600,9800,9800
,Aggregated,2246,0,7000.0,6212.639440991554,802.817492000031,9813.720246000003,12914.0,18.862875171817706,0.0,7000,7400,7600,7800,8100,8400,8700,9000,9600,9800,9800
