Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/post-texto-400k/,2075,0,7200.0,6606.617777625069,966.5686329999517,10725.773358999959,12914.0,17.42160219181342,0.0,7200,7600,7900,8000,8500,8800,9300,9600,10000,11000,11000
,Aggregated,2075,0,7200.0,6606.617777625069,966.5686329999517,10725.773358999959,12914.0,17.42160219181342,0.0,7200,7600,7900,8000,8500,8800,9300,9600,10000,11000,11000
