Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Extracao_Pesada,3600,450,23,1274.1199707672051,3.2368029987992486,10153.440468999179,4922.525,60.77340164224084,7.596675205280105,23,28,32,34,10000,10000,10000,10000,10000,10000,10000
,Aggregated,3600,450,23,1274.1199707672051,3.2368029987992486,10153.440468999179,4922.525,60.77340164224084,7.596675205280105,23,28,32,34,10000,10000,10000,10000,10000,10000,10000
