Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Extracao_Pesada,701,168,3900,4451.373815604825,339.54611100125476,15282.287334999637,4320.476462196862,11.799423859467364,2.8278219805856164,3900,4600,5800,6500,10000,11000,12000,14000,15000,15000,15000
,Aggregated,701,168,3900,4451.373815604825,339.54611100125476,15282.287334999637,4320.476462196862,11.799423859467364,2.8278219805856164,3900,4600,5800,6500,10000,11000,12000,14000,15000,15000,15000
