Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Extracao_Pesada,2400,300,22,1273.3139874008546,3.1474909992539324,10150.649929000792,4922.525,42.764117833386344,5.345514729173293,22,28,31,33,10000,10000,10000,10000,10000,10000,10000
,Aggregated,2400,300,22,1273.3139874008546,3.1474909992539324,10150.649929000792,4922.525,42.764117833386344,5.345514729173293,22,28,31,33,10000,10000,10000,10000,10000,10000,10000
