Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Extracao_Pesada,3600,450,24,1275.2910632352748,3.199983000740758,10161.660249001216,2941.475,60.735066939122845,7.591883367390356,24,30,34,37,10000,10000,10000,10000,10000,10000,10000
,Aggregated,3600,450,24,1275.2910632352748,3.199983000740758,10161.660249001216,2941.475,60.735066939122845,7.591883367390356,24,30,34,37,10000,10000,10000,10000,10000,10000,10000
