Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/post-imagem-1mb/,2095,49,7600.0,6621.756394275877,86.12047800033906,10297.114591000081,12680.547494033413,17.59261779573945,0.4114741155089418,7600,8000,8200,8400,8700,9000,9300,9500,10000,10000,10000
,Aggregated,2095,49,7600.0,6621.756394275877,86.12047800033906,10297.114591000081,12680.547494033413,17.59261779573945,0.4114741155089418,7600,8000,8200,8400,8700,9000,9300,9500,10000,10000,10000
