Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/post-texto-400k/,1963,0,5300.0,5094.603407279665,956.3948469999559,8651.31460800012,12914.0,16.557852508977117,0.0,5300,5800,6000,6200,6900,7300,7600,7800,8500,8700,8700
,Aggregated,1963,0,5300.0,5094.603407279665,956.3948469999559,8651.31460800012,12914.0,16.557852508977117,0.0,5300,5800,6000,6200,6900,7300,7600,7800,8500,8700,8700
