Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/post-imagem-300kb/,2145,219,7600.0,6476.750591473671,38.088041999799316,11704.668691999814,11898.71888111888,18.105031333993875,1.8484857166175563,7600,8300,8600,8800,9200,9600,10000,11000,11000,12000,12000
,Aggregated,2145,219,7600.0,6476.750591473671,38.088041999799316,11704.668691999814,11898.71888111888,18.105031333993875,1.8484857166175563,7600,8300,8600,8800,9200,9600,10000,11000,11000,12000,12000
