Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/post-texto-400k/,1905,0,5400.0,5207.37188276955,1136.7771670002185,9180.949589000193,12914.0,15.973204731457217,0.0,5400,5900,6200,6500,6900,7300,7800,8200,9100,9200,9200
,Aggregated,1905,0,5400.0,5207.37188276955,1136.7771670002185,9180.949589000193,12914.0,15.973204731457217,0.0,5400,5900,6200,6500,6900,7300,7800,8200,9100,9200,9200
