Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2026/04/22/post-imagem-1mb/,10,0,520.0,694.9744663999354,492.4994620000689,1046.3417999999365,12914.0,2.52170999466896,0.0,570,860,950,1000,1000,1000,1000,1000,1000,1000,1000
,Aggregated,10,0,520.0,694.9744663999354,492.4994620000689,1046.3417999999365,12914.0,2.52170999466896,0.0,570,860,950,1000,1000,1000,1000,1000,1000,1000,1000
