Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2026/04/22/post-texto-400k/,10,0,770.0,1005.5350406999651,695.5079669999122,1855.9782499999073,12914.0,2.6496484890201697,0.0,850,980,1200,1500,1900,1900,1900,1900,1900,1900,1900
,Aggregated,10,0,770.0,1005.5350406999651,695.5079669999122,1855.9782499999073,12914.0,2.6496484890201697,0.0,850,980,1200,1500,1900,1900,1900,1900,1900,1900,1900
