Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2026/04/22/post-imagem-300kb/,10,0,11000.0,10822.123847300008,9318.200928999999,12327.919942999983,12914.0,0.8106367938959802,0.0,11000,11000,12000,12000,12000,12000,12000,12000,12000,12000,12000
,Aggregated,10,0,11000.0,10822.123847300008,9318.200928999999,12327.919942999983,12914.0,0.8106367938959802,0.0,11000,11000,12000,12000,12000,12000,12000,12000,12000,12000,12000
