Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/2026/04/22/post-texto-400k/,50,0,570.0,608.521150279996,485.73130400006903,1109.0669710000611,12914.0,2.957039098557893,0.0,570,590,610,620,910,930,1100,1100,1100,1100,1100
,Aggregated,50,0,570.0,608.521150279996,485.73130400006903,1109.0669710000611,12914.0,2.957039098557893,0.0,570,590,610,620,910,930,1100,1100,1100,1100,1100
